city,country,city ID,city_latitude,city_longitude,latitude,longitude
aplahoue,bj,2395568,6.9421349,1.6736397,6.9421349,1.6736397
hofn,is,2630299,64.24970259999999,-15.2020077,64.24970259999999,-15.2020077
laguna,br,3459094,-28.4876062,-48.8397403,-28.4876062,-48.8397403
galesong,id,1644605,-5.3383734,119.3831026,-5.3383734,119.3831026
ostrovnoy,ru,556268,46.95948600000001,142.7305278,46.95948600000001,142.7305278
starokozache,ua,692819,46.3402997,29.9799541,46.3402997,29.9799541
fuerte olimpo,py,3438102,-21.046694,-57.87649460000001,-21.046694,-57.87649460000001
ponta do sol,pt,2264557,32.6854883,-17.0864266,32.6854883,-17.0864266
arawa,pg,2100633,-6.225624199999999,155.5678146,-6.225624199999999,155.5678146
xai-xai,mz,1024552,-25.060476,33.6958809,-25.060476,33.6958809
nadvoitsy,ru,523662,63.88938659999999,34.2661498,63.88938659999999,34.2661498
terenos,br,3446619,-20.4383001,-54.8652419,-20.4383001,-54.8652419
placerville,us,5383559,38.7296252,-120.798546,38.7296252,-120.798546
strezhevoy,ru,1490796,60.724111,77.5813751,60.724111,77.5813751
dakar,sn,2253354,14.716677,-17.4676861,14.716677,-17.4676861
oranjemund,na,3354071,-28.5597111,16.4346979,-28.5597111,16.4346979
jimo,cn,1805757,36.389401,120.44716,36.389401,120.44716
la rioja,ar,3848950,-29.4134538,-66.8564579,-29.4134538,-66.8564579
daloa,ci,2290486,6.8883341,-6.4396888,6.8883341,-6.4396888
tiznit,ma,2527087,29.693392,-9.732156999999999,29.693392,-9.732156999999999
sawakin,sd,367544,19.1040389,37.3292861,19.1040389,37.3292861
muzaffarabad,pk,1169607,34.3551036,73.4769458,34.3551036,73.4769458
pachino,it,6539213,36.71246130000001,15.0940044,36.71246130000001,15.0940044
tazmalt,dz,2477537,36.3878041,4.4079213,36.3878041,4.4079213
piopio,nz,2184564,-38.4657965,175.0169513,-38.4657965,175.0169513
tasiilaq,gl,3424607,65.6134561,-37.6335696,65.6134561,-37.6335696
calabozo,ve,3647444,8.9180089,-67.4158925,8.9180089,-67.4158925
nizhniy kuranakh,ru,2019135,58.816667,125.533333,58.816667,125.533333
taman,id,7037437,45.2120206,36.7102871,45.2120206,36.7102871
orzhytsya,ua,698346,49.7823801,32.6831136,49.7823801,32.6831136
saldanha,za,3361934,-33.0276981,17.9176312,-33.0276981,17.9176312
port blair,in,1259385,11.6233774,92.7264828,11.6233774,92.7264828
molepolole,bw,933305,-24.3965818,25.4970466,-24.3965818,25.4970466
yerbogachen,ru,2012956,61.2776586,108.0136671,61.2776586,108.0136671
broome,au,7839347,-17.9614336,122.235852,-17.9614336,122.235852
sorong,id,1626542,-0.8761629000000001,131.255828,-0.8761629000000001,131.255828
gallup,us,5468773,35.5280783,-108.7425843,35.5280783,-108.7425843
novo aripuana,br,3663142,-6.301979299999999,-60.02594659999999,-6.301979299999999,-60.02594659999999
bamora,in,1277450,24.0597611,78.0908651,24.0597611,78.0908651
petropavlovka,ru,2017979,51.6650492,39.7483398,51.6650492,39.7483398
kalmunai,lk,1242110,7.414383099999999,81.8306334,7.414383099999999,81.8306334
mount isa,au,2065594,-20.7255748,139.4927085,-20.7255748,139.4927085
bilma,ne,2446796,18.6929789,12.9176518,18.6929789,12.9176518
kayes,ml,2455518,14.4367876,-11.4452717,14.4367876,-11.4452717
chicama,pe,3698359,-7.7001724,-79.4338188,-7.7001724,-79.4338188
dingli,mt,2563140,35.8627309,14.3850107,35.8627309,14.3850107
taoudenni,ml,2450173,22.6764132,-3.9789143,22.6764132,-3.9789143
filadelfia,py,3867291,-22.352316,-60.0375098,-22.352316,-60.0375098
jiexiu,cn,1805833,37.026945,111.916711,37.026945,111.916711
goba,et,336350,7.0115716,39.9761012,7.0115716,39.9761012
mocoa,co,3674654,1.15234,-76.651055,1.15234,-76.651055
port-gentil,ga,2396518,-0.7351025999999999,8.7591311,-0.7351025999999999,8.7591311
poronaysk,ru,2121909,49.2240307,143.0948169,49.2240307,143.0948169
svetlogorsk,ru,1490516,54.9394562,20.1584706,54.9394562,20.1584706
rudnyy,ru,2017377,52.9718428,63.1128326,52.9718428,63.1128326
tuatapere,nz,2180815,-46.1357909,167.6892231,-46.1357909,167.6892231
pisz,pl,7533139,53.62894,21.81237,53.62894,21.81237
saint-louis,sn,2246452,16.0326307,-16.4818167,16.0326307,-16.4818167
cap malheureux,mu,934649,-19.986874,57.61274239999999,-19.986874,57.61274239999999
kasur,pk,1174625,31.1178653,74.4408385,31.1178653,74.4408385
snyder,us,5530921,32.7178862,-100.9176184,32.7178862,-100.9176184
trairi,br,3386177,-3.2742683,-39.2650652,-3.2742683,-39.2650652
langsa,id,1214724,4.4725348,97.9756343,4.4725348,97.9756343
opuwo,na,3354077,-18.0580139,13.8361177,-18.0580139,13.8361177
chimoio,mz,1049261,-19.1054879,33.4607744,-19.1054879,33.4607744
macapa,br,3396016,0.0355735,-51.070535,0.0355735,-51.070535
trapani,it,6542155,38.0176177,12.537202,38.0176177,12.537202
juybar,ir,129933,36.6454207,52.9009502,36.6454207,52.9009502
nouakchott,mr,2377450,18.0735299,-15.9582372,18.0735299,-15.9582372
iskateley,ru,866062,67.666667,53.13333309999999,67.666667,53.13333309999999
fria,gn,2420884,10.3674543,-13.5841871,10.3674543,-13.5841871
paraiso,mx,3521912,18.4006144,-93.2127162,18.4006144,-93.2127162
saint-joseph,re,6690296,39.7776641,-94.7963181,39.7776641,-94.7963181
road town,vg,3577430,18.4286115,-64.6184657,18.4286115,-64.6184657
nanakuli,us,5851349,21.3875264,-158.1610274,21.3875264,-158.1610274
luwuk,id,1637001,-0.938828,122.792801,-0.938828,122.792801
riyadh,sa,108410,24.7135517,46.6752957,24.7135517,46.6752957
sorland,no,3137469,67.6635735,12.6926738,67.6635735,12.6926738
mapiripan,co,3792394,2.892506,-72.13317500000001,2.892506,-72.13317500000001
angermunde,de,2956093,53.0145422,13.9965931,53.0145422,13.9965931
longonjo,ao,3347853,-12.9018025,15.2458111,-12.9018025,15.2458111
port keats,au,2063039,-14.250637,129.549659,-14.250637,129.549659
biskamzha,ru,1510030,53.447971,89.51374799999999,53.447971,89.51374799999999
gilgit,pk,1178338,35.881911,74.4642861,35.881911,74.4642861
dzhebariki-khaya,ru,2024626,62.21647300000001,135.8549959,62.21647300000001,135.8549959
ayagoz,kz,1525988,47.9755808,80.43273599999999,47.9755808,80.43273599999999
port shepstone,za,964406,-30.7276956,30.447285,-30.7276956,30.447285
fairbanks,us,5861897,64.8377778,-147.7163888,64.8377778,-147.7163888
santa cruz de la palma,es,2511180,28.6839885,-17.7645747,28.6839885,-17.7645747
balaipungut,id,1650600,1.0710103,101.2920619,1.0710103,101.2920619
yangambi,cd,203717,0.8070691,24.4529792,0.8070691,24.4529792
staszow,pl,758252,50.5629974,21.1659309,50.5629974,21.1659309
msanga,tz,153046,-6.043828100000001,36.0254461,-6.043828100000001,36.0254461
bijie,cn,1816373,27.283955,105.291643,27.283955,105.291643
termoli,it,6541934,42.0005331,14.9952839,42.0005331,14.9952839
bom jesus do galho,br,3469426,-19.8293165,-42.317328,-19.8293165,-42.317328
virginia beach,us,4791259,36.8529263,-75.97798499999999,36.8529263,-75.97798499999999
gouyave,gd,3580279,12.1691738,-61.7261422,12.1691738,-61.7261422
dir,pk,1179757,35.1976595,71.87492089999999,35.1976595,71.87492089999999
george town,ky,3580661,38.2097967,-84.55883109999999,38.2097967,-84.55883109999999
gavle,se,2712414,60.6748796,17.1412726,60.6748796,17.1412726
mazamet,fr,2994902,43.490103,2.376579,43.490103,2.376579
shrigonda,in,1256426,18.6175439,74.6981267,18.6175439,74.6981267
shelburne,ca,6145890,44.07911900000001,-80.2011728,44.07911900000001,-80.2011728
kundiawa,pg,2093059,-6.0240888,144.9694441,-6.0240888,144.9694441
evensk,ru,2125693,61.91666699999999,159.233333,61.91666699999999,159.233333
aljezur,pt,2271968,37.3166126,-8.803728999999999,37.3166126,-8.803728999999999
kaeo,nz,2189343,-35.1002758,173.7802793,-35.1002758,173.7802793
takoradi,gh,2294915,4.9015794,-1.7830973,4.9015794,-1.7830973
platteville,us,5267332,42.73416,-90.4784621,42.73416,-90.4784621
harrison,us,5120095,36.2297936,-93.1076765,36.2297936,-93.1076765
turukhansk,ru,1488903,65.79585999999999,87.962418,65.79585999999999,87.962418
yining,cn,1786538,43.977138,81.527453,43.977138,81.527453
ballina,ie,2966778,54.1149482,-9.1550693,54.1149482,-9.1550693
port hawkesbury,ca,6111867,45.6276473,-61.3585543,45.6276473,-61.3585543
elko,us,5703670,40.8324211,-115.7631232,40.8324211,-115.7631232
liverpool,ca,6057856,37.6818745,-121.7680088,37.6818745,-121.7680088
antofagasta,cl,3899539,-23.6509279,-70.39750219999999,-23.6509279,-70.39750219999999
mopti,ml,2453348,14.4874284,-4.1974627,14.4874284,-4.1974627
edgewater,us,4154205,40.8270448,-73.97569399999999,40.8270448,-73.97569399999999
point pedro,lk,1229989,9.7937885,80.2209773,9.7937885,80.2209773
whyalla,au,2058430,-33.0379671,137.5753107,-33.0379671,137.5753107
ormara,pk,1168700,25.2665929,64.6095785,25.2665929,64.6095785
concarneau,fr,6448064,47.872834,-3.920734,47.872834,-3.920734
boda,cf,2388614,4.3209601,17.4647284,4.3209601,17.4647284
nyurba,ru,2018735,63.2803099,118.3618985,63.2803099,118.3618985
lazaro cardenas,mx,4026082,17.9567646,-102.1943485,17.9567646,-102.1943485
chunhuhub,mx,3530691,19.5850279,-88.5919294,19.5850279,-88.5919294
quatre cocos,mu,1106643,-20.201639,57.7743197,-20.201639,57.7743197
sao gabriel da cachoeira,br,3662342,-0.1155659,-67.0883053,-0.1155659,-67.0883053
fortuna,us,5563839,40.5981867,-124.1572756,40.5981867,-124.1572756
georgetown,gy,3378644,6.8012793,-58.1551255,6.8012793,-58.1551255
puerto del rosario,es,6360187,28.500821,-13.8628367,28.500821,-13.8628367
vanavara,ru,2013727,60.3394104,102.2965426,60.3394104,102.2965426
champerico,gt,3598787,14.2974022,-91.9087026,14.2974022,-91.9087026
tautira,pf,4033557,-17.74932,-149.160155,-17.74932,-149.160155
lumby,ca,6061958,50.250699,-118.967831,50.250699,-118.967831
caravelas,br,3466980,-17.7335834,-39.2652564,-17.7335834,-39.2652564
port hedland,au,7839630,-20.3106621,118.5878223,-20.3106621,118.5878223
xuchang,cn,1788046,34.035771,113.852454,34.035771,113.852454
villa sandino,ni,3615813,12.048465,-84.9934549,12.048465,-84.9934549
cavite,ph,1717641,14.2456329,120.8785658,14.2456329,120.8785658
naliya,in,1262062,23.2609305,68.82732969999999,23.2609305,68.82732969999999
gabu,gw,2372532,12.2850861,-14.2337805,12.2850861,-14.2337805
joshimath,in,1268814,30.5505524,79.56596329999999,30.5505524,79.56596329999999
muisne,ec,3653967,0.6116136999999999,-80.02065499999999,0.6116136999999999,-80.02065499999999
umm kaddadah,sd,364933,13.60375,26.68413,13.60375,26.68413
saraland,us,4088628,30.820742,-88.07055559999999,30.820742,-88.07055559999999
majene,id,1636806,-3.0297251,118.9062794,-3.0297251,118.9062794
qandala,so,53157,11.4720137,49.87392670000001,11.4720137,49.87392670000001
namatanai,pg,2090021,-3.6528325,152.3917226,-3.6528325,152.3917226
wanning,cn,1791779,18.795143,110.391073,18.795143,110.391073
puerto baquerizo moreno,ec,3652758,-0.9031235,-89.61089419999999,-0.9031235,-89.61089419999999
panguna,pg,2088659,-6.308009,155.477221,-6.308009,155.477221
sarakhs,ir,1159716,36.5448905,61.1519716,36.5448905,61.1519716
severnoye,ru,496381,55.6320762,37.606834,55.6320762,37.606834
bemidji,us,5017822,47.471573,-94.8826861,47.471573,-94.8826861
doume,cm,2232497,4.2399992,13.4482868,4.2399992,13.4482868
coihaique,cl,3894426,-45.5712254,-72.068265,-45.5712254,-72.068265
guane,cu,3557758,22.1998606,-84.0880839,22.1998606,-84.0880839
grong,no,3154907,64.4690002,12.2162719,64.4690002,12.2162719
charlestown,kn,3575479,17.1374798,-62.6236633,17.1374798,-62.6236633
atascocita,us,4671524,29.99883059999999,-95.1765978,29.99883059999999,-95.1765978
farafangana,mg,1065158,-22.817412,47.81803800000001,-22.817412,47.81803800000001
trat,th,1605279,12.2427563,102.5174734,12.2427563,102.5174734
sladkovo,ru,1491719,55.52964350000001,70.35197149999999,55.52964350000001,70.35197149999999
boulder city,us,5500539,35.9782216,-114.8345117,35.9782216,-114.8345117
kidal,ml,2455290,18.4520713,1.4096535,18.4520713,1.4096535
whitley bay,gb,2634032,55.046389,-1.4512989,55.046389,-1.4512989
roald,no,3141667,62.58346169999999,6.1248587,62.58346169999999,6.1248587
hanzhong,cn,1808857,33.06748,107.023323,33.06748,107.023323
kununurra,au,2068110,-15.7785409,128.7416854,-15.7785409,128.7416854
muroto,jp,1856392,33.2900093,134.1520509,33.2900093,134.1520509
sinnamary,gf,6690707,5.3746712,-52.9545991,5.3746712,-52.9545991
trelleborg,se,2667402,55.3762427,13.1574232,55.3762427,13.1574232
port-cartier,ca,6111696,50.0212524,-66.8760025,50.0212524,-66.8760025
chadiza,zm,921028,-14.06355,32.4382307,-14.06355,32.4382307
umm lajj,sa,100926,25.026409,37.27076,25.026409,37.27076
hare bay,ca,5970873,48.8541751,-54.01191,48.8541751,-54.01191
chifeng,cn,2038067,42.25785,118.886931,42.25785,118.886931
ranipur,in,1258449,25.2512993,79.061719,25.2512993,79.061719
padang,id,1633419,-0.9470831999999999,100.417181,-0.9470831999999999,100.417181
luganville,vu,2136150,-15.5064326,167.2002745,-15.5064326,167.2002745
marystown,ca,6067472,47.1650754,-55.1555299,47.1650754,-55.1555299
kawalu,id,1640902,-7.410349200000001,108.2021667,-7.410349200000001,108.2021667
ngunguru,nz,2186111,-35.6279848,174.5065133,-35.6279848,174.5065133
kijang,id,1640044,-0.789275,113.921327,-0.789275,113.921327
sompeta,in,1255816,18.9456083,84.582481,18.9456083,84.582481
eyl,so,60019,7.980799599999999,49.8150661,7.980799599999999,49.8150661
waddan,ly,2209055,29.1560917,16.1463317,29.1560917,16.1463317
wasilla,us,5877641,61.5813889,-149.4394444,61.5813889,-149.4394444
sibut,cf,2383119,5.7316058,19.0869316,5.7316058,19.0869316
steinbach,ca,6156102,49.5285279,-96.691092,49.5285279,-96.691092
grajau,br,3398856,-5.8248093,-46.1594921,-5.8248093,-46.1594921
berani,pk,1182953,25.7868964,68.8064137,25.7868964,68.8064137
placido de castro,br,3924895,-10.3240904,-67.1874892,-10.3240904,-67.1874892
quelimane,mz,1028434,-17.8502636,36.9218584,-17.8502636,36.9218584
calamar,co,3687972,43.0635383,-78.82927149999999,43.0635383,-78.82927149999999
progreso,mx,3521108,21.2811908,-89.66516279999999,21.2811908,-89.66516279999999
kozhevnikovo,ru,1502257,56.2637164,83.9694908,56.2637164,83.9694908
whitianga,nz,2179103,-36.8218293,175.7004402,-36.8218293,175.7004402
campos,br,3467693,-21.7587303,-41.3267187,-21.7587303,-41.3267187
lodja,cd,211647,-3.5245104,23.5966577,-3.5245104,23.5966577
celestun,mx,3531368,20.8593042,-90.3972052,20.8593042,-90.3972052
pangkalanbuun,id,1632694,-2.688962000000001,111.622398,-2.688962000000001,111.622398
tias,es,2510485,28.9578494,-13.6507431,28.9578494,-13.6507431
helong,cn,2036933,42.546675,129.010106,42.546675,129.010106
asbestovskiy,ru,1511329,57.75592959999999,61.3985702,57.75592959999999,61.3985702
santa rosalia,mx,3983805,27.3361939,-112.2701486,27.3361939,-112.2701486
bireun,id,1215350,5.1086446,96.663812,5.1086446,96.663812
carballo,es,6357289,43.2128129,-8.6915927,43.2128129,-8.6915927
ingham,au,2162737,-18.6494046,146.1624851,-18.6494046,146.1624851
mantua,cu,3547930,22.2870884,-84.2858121,22.2870884,-84.2858121
capiibary,py,3439208,-24.7406868,-56.0222113,-24.7406868,-56.0222113
lagoa,pt,8010517,37.1356176,-8.4514359,37.1356176,-8.4514359
hovd,mn,2030474,47.9795218,91.634756,47.9795218,91.634756
mumford,gh,2297810,5.262761999999999,-0.7580342,5.262761999999999,-0.7580342
lexington,us,4297983,38.0405837,-84.5037164,38.0405837,-84.5037164
diffa,ne,2445702,13.3132472,12.6158803,13.3132472,12.6158803
huarmey,pe,3939168,-10.0664169,-78.1506824,-10.0664169,-78.1506824
ahuimanu,us,5856516,21.4416709,-157.8361137,21.4416709,-157.8361137
mpwapwa,tz,153094,-6.3477951,36.4851204,-6.3477951,36.4851204
gumdag,tm,161943,39.2097706,54.594037,39.2097706,54.594037
bontang,id,1648186,0.120863,117.4800445,0.120863,117.4800445
sorsk,ru,1491360,54.0001439,90.2476647,54.0001439,90.2476647
fuzhou,cn,1810821,26.074478,119.296482,26.074478,119.296482
bozdar,pk,1182295,27.183333,68.63333290000001,27.183333,68.63333290000001
beihai,cn,1816705,21.481291,109.120161,21.481291,109.120161
yenagoa,ng,2318123,4.921162100000001,6.274773400000001,4.921162100000001,6.274773400000001
richards bay,za,962367,-28.7807276,32.0382856,-28.7807276,32.0382856
magalia,us,5369690,39.8121058,-121.5783059,39.8121058,-121.5783059
tiarei,pf,4033356,-17.679742,-149.406843,-17.679742,-149.406843
usinsk,ru,863061,65.9991695,57.5243292,65.9991695,57.5243292
tarko-sale,ru,1490085,64.9142998,77.7663297,64.9142998,77.7663297
traverse city,us,5012495,44.7630567,-85.62063169999999,44.7630567,-85.62063169999999
gazojak,tm,1514792,41.1768699,61.40269499999999,41.1768699,61.40269499999999
kashi,cn,1280849,39.4704,75.989755,39.4704,75.989755
